Date,Close,High,Low,Open,Volume
2015-03-03,177.3733367919922,178.15468680342147,176.49958213270352,177.66739586699202,110325800
2015-03-04,176.6256103515625,176.8440586438338,175.64263149554804,176.76843502434386,114497200
2015-03-05,176.81884765625,177.10449698987802,176.30635311310093,176.95326257695234,76873000
2015-03-06,174.33201599121094,176.38199451956675,173.9959594015324,175.94511069719488,188128000
2015-03-09,175.0545654296875,175.41582565610494,174.374042439654,174.53367382146203,89818900
2015-03-10,172.21473693847656,173.7522200612244,172.1727266809681,173.66821236593822,157121300
2015-03-11,171.8115692138672,172.65172358655113,171.72754864870345,172.47528552760264,110145700
2015-03-12,173.99594116210938,174.0631422172109,172.3996404791283,172.45004768032234,93993500
2015-03-13,172.92897033691406,174.6932867692366,171.87877740586327,173.7187174722223,162410900
2015-03-16,175.2394256591797,175.33184316618394,172.95420441302034,173.6683408598477,136099200
2015-03-17,174.71849060058594,175.1049543923043,173.89513017177603,174.49164535430265,94510400
2015-03-18,176.81884765625,177.4993704650782,173.59264598442994,174.23956826801628,228808500
2015-03-19,176.01231384277344,176.82726448375803,175.61744032313197,176.39879043509313,117917300
2015-03-20,177.5659942626953,178.0807766541821,176.78960346974154,176.9752635372918,177715100
2015-03-23,177.21990966796875,178.15664399129204,177.21990966796875,177.5743479420697,71784500
2015-03-24,176.22415161132812,177.55750944816845,176.1566377031274,177.0933722543505,77805300
2015-03-25,173.6417694091797,176.6713960736877,173.59958448960504,176.43510386544747,159521700
2015-03-26,173.22830200195312,174.15658934196193,172.2578039793083,172.96669363452372,153067200
2015-03-27,173.62490844726562,173.80212117298348,172.91601891351377,173.11012621096114,118939000
2015-03-30,175.74314880371094,176.04695500219566,174.65451743736938,174.67138625947828,96180400
2015-03-31,174.2071990966797,175.61653093808698,174.1481324779222,174.90764137427183,126768700
2015-04-01,173.5911407470703,174.1987529740777,172.58689240307308,174.1734368710324,137303600
2015-04-02,174.21566772460938,174.67137054285138,173.33799972930748,173.52365977150743,86900900
2015-04-06,175.388671875,175.91188853868888,173.17764622964566,173.31266116168882,114368200
2015-04-07,174.9244842529297,176.17345902551236,174.8907337464092,175.4139502977024,81236300
2015-04-08,175.51528930664062,175.9625577506804,174.7557802559596,175.15241648021575,89351900
2015-04-09,176.2916259765625,176.52791818104268,174.84855664755557,175.34645715864173,85548900
2015-04-10,177.25367736816406,177.2958751642363,176.34227193319273,176.5448007512044,72722900
2015-04-13,176.45199584960938,177.7516160425228,176.4013636379044,177.1102403556965,74436600
2015-04-14,176.78958129882812,176.97524134309504,175.61655440657577,176.2494828637687,75099900
2015-04-15,177.58277893066406,178.0975610782001,177.17770846477015,177.26210404710375,99529300
2015-04-16,177.5321807861328,178.04696303241397,177.04271464401626,177.2452563542936,68934900
2015-04-17,175.4899139404297,176.57011052094984,174.69664175977545,176.32538391564282,191113200
2015-04-20,177.0933380126953,177.43089461146985,176.34226363500693,176.42664634622113,92189500
2015-04-21,176.88238525390625,177.94570026958374,176.5785791241469,177.78535635707732,72559800
2015-04-22,177.75157165527344,177.93723163647041,176.2916079052284,177.22834221873742,78264600
2015-04-23,178.19886779785156,178.85711224255627,177.22836994848225,177.34651605709695,102585900
2015-04-24,178.61239624023438,178.88245188229166,178.1566934404649,178.62084352714976,61327400
2015-04-27,177.86973571777344,179.31280504466503,177.67562843248118,179.18622453422168,79358100
2015-04-28,178.43515014648438,178.4857823506675,176.6545113299407,177.84441963608208,86863500
2015-04-29,177.700927734375,178.3085269599896,176.88233956499238,177.53213657936058,125684900
2015-04-30,175.92034912109375,177.51532821423933,175.2114595087256,177.11869204341292,161304900
2015-05-01,177.8275604248047,177.86975822594542,176.61233586293298,176.71360028410197,103399700
2015-05-04,178.33389282226562,178.92462335613413,178.1482328149127,178.25793163601406,70927200
2015-05-05,176.2916259765625,178.45203208131755,176.14816377219663,178.0891464892491,113326200
2015-05-06,175.56590270996094,177.16088184701815,174.48570588047045,176.84864127384162,135060200
2015-05-07,176.266357421875,176.69675702803127,175.12709388802313,175.46465059206156,88244900
2015-05-08,178.58705139160156,178.78959309054744,177.87817476073045,177.96257035453118,155877300
2015-05-11,177.73475646972656,178.81495337709362,177.6588081427155,178.5449105887333,75708100
2015-05-12,177.20306396484375,177.75160961806452,176.05535332548808,176.89082341930757,119727600
2015-05-13,177.23680114746094,178.24948382609398,177.0005089516785,177.61655554232846,94667900
2015-05-14,179.0849609375,179.17779093789895,177.98788262650126,178.26637262769813,95934000
2015-05-15,179.27903747558594,179.4224996660909,178.78957142017936,179.27903747558594,76510100
2015-05-18,179.8360595703125,180.08922062644353,179.0427872558722,179.11030116316087,74549700
2015-05-19,179.77700805664062,180.23272378253543,179.49008356372207,179.95423370048042,72114600
2015-05-20,179.65037536621094,180.40988418630758,179.32968756898995,179.87822028606428,76857500
2015-05-21,180.1736297607422,180.384605908003,179.33815958188296,179.50695080126133,64764600
2015-05-22,179.7432098388672,180.20734697549716,179.6756959389851,179.78539475895374,57433500
2015-05-26,177.81069946289062,179.67573432431465,177.38874715620273,179.245334730237,124308600
2015-05-27,179.49851989746094,179.73481217380316,177.86134278497315,178.2748607070537,93214000
2015-05-28,179.29592895507812,179.4056277673595,178.59548677946535,179.1862172658379,74974600
2015-05-29,178.18197631835938,179.27060733960124,177.91193360362377,179.22842242073833,124919600
2015-06-01,178.54486083984375,179.19465795916594,177.7431413549046,178.85710134852997,93338800
2015-06-02,178.36764526367188,179.0680875031791,177.44779250262843,178.08072084082602,91531000
2015-06-03,178.84019470214844,179.47312291650073,178.34229426399443,178.90770859024758,87820900
2015-06-04,177.32960510253906,178.78955585714297,177.00891736523207,178.12287716200984,151882800
2015-06-05,177.0258331298828,177.70939364722437,176.35914142946754,177.17772974397673,121704700
2015-06-08,175.9371795654297,177.0680212084471,175.86123126255086,176.91611172573064,89063300
2015-06-09,175.91189575195312,176.46044141966388,175.270532948327,175.91189575195312,105034700
2015-06-10,178.0216522216797,178.40985395868086,176.62921494338048,176.68828156253412,134551300
2015-06-11,178.59547424316406,178.9836630168352,178.2325886918197,178.46888086978248,73876400
2015-06-12,177.2283935546875,178.4689342988575,176.94990350222469,177.76005755274943,135382400
2015-06-15,176.4688720703125,176.75579651237874,175.35491193952237,176.07223592164883,124384200
2015-06-16,177.43087768554688,177.51527326566907,176.1397051468146,176.31691783733055,85308200
2015-06-17,177.71780395507812,178.33386336725056,176.679805268656,177.71780395507812,126708600
2015-06-18,179.56597900390625,180.03856341233546,177.75158967648136,178.32543849329988,165867900
2015-06-19,178.7688446044922,179.39637616630603,178.3872429943008,179.32005843218684,130478700
2015-06-22,179.68467712402344,180.27828100337123,179.47267481428534,179.70164093188882,70696000
2015-06-23,179.81192016601562,180.1511317137006,179.41336762433167,179.89672628783623,68476800
2015-06-24,178.5059814453125,179.92215561234082,178.48054219808898,179.5405539643913,92307300
2015-06-25,177.9632110595703,179.1419433288605,177.88689333714566,179.01474712481942,97107400
2015-06-26,177.9292755126953,178.57375777022375,177.36958640138295,178.3278278851356,104174800
2015-06-29,174.19805908203125,177.9377829907633,174.1217413548149,176.42832755660015,202621300
2015-06-30,174.56272888183594,175.80930365442316,174.07935734407548,175.75841222445175,182925100
2015-07-01,175.9619598388672,176.4114038095529,175.16482889022544,176.15699838813146,135979900
2015-07-02,175.80081176757812,176.61490641611275,175.37680710345697,176.44530713838338,104373700
2015-07-06,175.3004608154297,176.08910315123043,174.2913278088597,174.49485467274056,117975400
2015-07-07,176.4029083251953,176.53010455165156,173.0871886665472,175.50402048598235,173820200
2015-07-08,173.4433135986328,175.33437041476535,173.20587206744096,175.04605040397425,164020100
2015-07-09,173.757080078125,175.8347129718799,173.6468476809382,175.57181925035815,144113100
2015-07-10,175.94497680664062,176.36898148282563,173.7995141803122,175.783852959355,129456900
2015-07-13,177.8869171142578,177.99714952596304,177.18306783209954,177.2254708856455,106069400
2015-07-14,178.65863037109375,178.97240267645356,177.78518164510928,177.84454851949548,81709600
2015-07-15,178.59927368164062,179.1674384696131,178.11590207628637,178.7010306766215,97914100
2015-07-16,180.0323944091797,180.0323944091797,179.42182661889515,179.66774364628372,106683300
2015-07-17,180.1849822998047,180.2443491518795,179.60834228326988,180.02385848942205,89030000
2015-07-20,180.27835083007812,180.77867336934594,179.95611599338991,180.41403546636744,70446800
2015-07-21,179.5659637451172,180.40549758451726,179.26067988893485,180.14260384035344,77965000
2015-07-22,179.2437286376953,179.58294013477027,178.83668778080093,178.87060246071064,88667900
2015-07-23,178.23460388183594,179.48117869584308,177.8699660622972,179.37942171171065,90509100
2015-07-24,176.38592529296875,178.39570308953094,176.04672676632003,178.3363491701849,117755000
2015-07-27,175.35986328125,176.00435872551458,174.91041932122178,175.48707245874286,132361100
2015-07-28,177.5138397216797,177.65799979167048,175.36837660661882,176.20789777536513,123544800
2015-07-29,178.7349395751953,178.96389278991475,177.49684019438826,177.6410002353733,105791300
2015-07-30,178.77735900878906,178.9469583113902,177.59013801138633,178.21766966456767,91304400
2015-07-31,178.5059814453125,179.31158779978293,178.2176613503815,179.2861485525594,103266900
2015-08-03,177.9038848876953,178.53141649685344,176.93715469713067,178.47206256792572,113965700
2015-08-04,177.55621337890625,178.29397742066567,177.0643663712011,177.82756965994554,81820800
2015-08-05,178.14132690429688,179.19285019652492,177.85299389680625,178.46356165211085,85786800
2015-08-06,176.68275451660156,178.43812715511217,176.08913761566382,178.32788179815014,116030800
2015-08-07,176.34352111816406,176.67424420839646,175.4276695745372,176.5216087542558,117858000
2015-08-10,178.5653076171875,178.65010077540782,177.47136847751648,177.47136847751648,80270700
2015-08-11,176.9541473388672,177.63255755180867,176.18245555990126,177.20855278617006,126081400
2015-08-12,177.16612243652344,177.35268553983994,174.14721104045157,175.63122749163495,172123700
2015-08-13,176.94561767578125,177.70034540974328,176.39440388561465,177.00497159619005,89383300
2015-08-14,177.5901336669922,177.66645141035613,176.60643962053337,176.75059967119762,72786500
2015-08-17,178.58226013183594,178.58226013183594,176.521603919807,176.9880115828981,79072600
2015-08-18,178.0650177001953,178.6586217173159,177.8275760933471,178.30245930704353,71692700
2015-08-19,176.6573486328125,178.09047384598486,175.83477836689792,177.31030664380165,172946000
2015-08-20,172.9684600830078,176.6318535754639,172.9090932202722,175.12239803807105,194327900
2015-08-21,167.7616729736328,172.94301005483985,167.4987921741278,171.06890390223543,346588500
2015-08-24,160.69776916503906,167.46488004293917,154.67689770386164,158.9932750580073,507244300
2015-08-25,158.8066864013672,165.7433954417445,158.5098780057274,165.7264316346696,369833100
2015-08-26,164.9038543701172,165.18368598473322,159.73946914550444,162.88558858257676,339257000
2015-08-27,168.9828338623047,169.1100300942841,165.53991782770095,167.07481274503544,274143900
2015-08-28,168.99130249023438,169.46618565662237,167.8380092548939,168.32985623139456,160414400
2015-08-31,167.62603759765625,168.8641371705735,167.06634821786082,167.9991638508532,163298800
2015-09-01,162.6227569580078,165.16678501247287,161.74081998628628,163.7675618187596,256000400
2015-09-02,165.70957946777344,165.7519825409202,163.17402579297138,165.03964455501782,160269300
2015-09-03,165.82821655273438,167.9482397432843,165.32789418526733,166.43029589267755,152087800
2015-09-04,163.31809997558594,164.39507535687883,162.4870545254107,163.53859066411823,207081000
2015-09-08,167.42251586914062,167.5751643136536,165.50601898304552,166.15898994646497,116025700
2015-09-09,165.18374633789062,169.1524370826344,164.81063306888097,169.0252408476989,149347700
2015-09-10,166.0826416015625,167.2444103069639,164.72582142301195,164.98870225945203,158611100
2015-09-11,166.8373260498047,166.90516833505214,164.96322012117326,165.68403307978372,119691200
2015-09-14,166.2183074951172,167.06631684236157,165.72646052096394,167.01543835186223,79452000
2015-09-15,168.2959442138672,168.74538814199607,166.17592080209096,166.72712171331435,113806200
2015-09-16,169.75454711914062,169.94959863400302,168.25357951790605,168.6012665422097,99581600
2015-09-17,169.3729248046875,172.05263778768432,168.99132313790062,169.6188547927839,276046600
2015-09-18,166.60511779785156,169.3584246644447,166.18744124634225,166.82675483191105,223657500
2015-09-21,167.46603393554688,168.5059718542926,166.4005115123276,167.448981934853,105726200
2015-09-22,165.2924041748047,165.76123675183328,164.14163448635895,165.26683267122755,153890900
2015-09-23,165.0281524658203,165.9402330863991,164.4399818846619,165.46288102252217,92790600
2015-09-24,164.43145751953125,164.90029010793072,162.43680215092508,163.79214390085988,159378800
2015-09-25,164.38882446289062,166.22151804888796,163.50230241611766,165.9146470337538,155054800
2015-09-28,160.2631378173828,163.58757653342093,159.94774725204016,163.47675800749224,178515900
2015-09-29,160.3568878173828,161.73781397550675,159.34250820356175,160.48475833571223,159045600
2015-09-30,163.34890747070312,163.51938851313076,161.48210948997644,162.27485219035637,163452000
2015-10-01,163.7751007080078,164.08197175738522,161.80601689403147,163.7324771998143,131079000
2015-10-02,166.2215118408203,166.24708334055418,161.2092897831152,161.76336929337123,211003300
2015-10-05,169.17938232421875,169.40953880005333,167.35520853126187,167.46602702089797,126320800
2015-10-06,168.59976196289062,169.61414153297386,167.92635742011586,169.04302299495797,110274500
2015-10-07,169.98065185546875,170.33866580273488,168.33547859043847,169.54591041410913,124307300
2015-10-08,171.51507568359375,171.8048947566003,169.28173110363727,169.58860218295885,153055200
2015-10-09,171.6173553466797,172.1032269502558,170.9780417056953,171.65997885745253,107069200
2015-10-12,171.77928161621094,171.98385361492976,171.25930610802283,171.69403461216697,56395600
2015-10-13,170.69676208496094,172.32488413585975,170.52628102882204,171.03772419723873,88038700
2015-10-14,169.87840270996094,171.22522491067733,169.58006416980206,170.63705432228372,99106200
2015-10-15,172.48678588867188,172.49530538612024,170.1767274072674,170.55179340485628,134142200
2015-10-16,173.27096557617188,173.28800456681017,172.1201963717971,172.89589967232047,114580100
2015-10-19,173.35621643066406,173.35621643066406,172.29922660618993,172.61461705292956,76523900
2015-10-20,173.13461303710938,173.75687450836347,172.6572610587848,172.91298904913464,78448500
2015-10-21,172.06053161621094,173.71421115981505,171.8900376571774,173.56078220492037,102038000
2015-10-22,174.96730041503906,175.18040489849605,172.06056514590372,173.02378856646072,174911700
2015-10-23,176.88523864746094,177.26030461495122,175.85382024372794,176.6636146697918,144442300
2015-10-26,176.4505615234375,176.76595208473537,176.07549544682968,176.70628957629455,69033000
2015-10-27,176.10960388183594,176.45056595629842,175.4191342197149,175.76862880050405,77905800
2015-10-28,178.1127166748047,178.13828817112213,175.77709996537803,176.45050437984577,135906700
2015-10-29,178.01046752929688,178.38553356206032,177.48197248687612,177.60131049667652,90525500
2015-10-30,177.24327087402344,178.53043039568232,177.08132237761907,178.20650738914034,131076900
2015-11-02,179.3402557373047,179.536308271717,177.44788638603782,177.57575691385625,86270800
2015-11-03,179.8602294921875,180.42282859234237,178.75208329678605,178.98223983900738,95246100
2015-11-04,179.31466674804688,180.28642283311376,178.7691197004105,180.15856532463167,96224500
2015-11-05,179.1356658935547,179.8431745065318,178.23210475142224,179.3743419308399,78408700
2015-11-06,179.04188537597656,179.280574401463,177.69507627385573,178.78617036093306,110471500
2015-11-09,177.3711700439453,178.57308275594946,176.40793337316444,178.4196407255238,131008700
2015-11-10,177.78028869628906,177.8143926987334,176.61248024645593,176.88524723168103,75874600
2015-11-11,177.08135986328125,178.10425909216139,177.01316484710665,178.0531160817478,67846000
2015-11-12,174.60934448242188,176.50171396507767,174.5923054830248,176.02436184456445,121315200
2015-11-13,172.64874267578125,174.4643972482159,172.5635086766039,174.19163024123463,153577100
2015-11-16,175.274169921875,175.33384542003802,172.34185017299518,172.46120116932119,117645200
2015-11-17,175.1463165283203,176.4846059409112,174.64339306147446,175.58957750247436,121123700
2015-11-18,177.9252166748047,178.0701261830835,175.5895995324828,175.63221002966628,121342500
2015-11-19,177.77175903320312,178.19796799132308,177.47340755977308,177.80585002683205,88220500
2015-11-20,178.4196014404297,179.110057908146,178.03601595912792,178.538939434765,94011500
2015-11-23,178.215087890625,178.99077860472005,177.74625525669714,178.47933546423795,64931200
2015-11-24,178.45375061035156,178.86290769350893,176.80005726538457,177.19216234307353,98874400
2015-11-25,178.4281005859375,178.78611450201007,178.16384014151075,178.58152954702712,51980100
2015-11-27,178.6327362060547,178.8373212339601,178.03604613324904,178.52191769008076,37317800
2015-11-30,177.89114379882812,178.9140429659209,177.78032527837965,178.79470494654123,112822700
2015-12-01,179.58741760253906,179.7067686088689,178.24912810904695,178.53042760925354,97858400
2015-12-02,177.7547607421875,179.86023467202568,177.49903268867337,179.53631160378316,108441300
2015-12-03,175.2657012939453,178.28325590718475,174.53262114395724,178.0104888550494,166224200
2015-12-04,178.68392944335938,178.98228106706955,175.26573655996023,175.26573655996023,192913900
2015-12-07,177.60133361816406,178.7776618659493,176.62104490366227,178.3514527744796,102027100
2015-12-08,176.40797424316406,177.5502117060603,175.4106463383781,176.01586908754143,103372400
2015-12-09,175.03555297851562,177.88262669223528,174.04674472841558,175.76011366331835,162401500
2015-12-10,175.4873046875,176.8170748015026,174.86504313556136,175.10371915567117,116128900
2015-12-11,172.0861358642578,174.0125957035153,171.77073238550096,173.33919126186086,211173300
2015-12-14,172.95565795898438,173.08352850078157,170.44102671941653,172.2481622565618,182385200
2015-12-15,174.77127075195312,175.69188380151493,172.93004465282948,174.48997123623698,154069600
2015-12-16,177.3285369873047,177.63540802476456,174.57523015559428,175.9135198141915,197017000
2015-12-17,174.62632751464844,177.71207607977595,174.60927551511682,177.6438810885141,173092500
2015-12-18,171.51541137695312,174.0107010851654,171.35248593847535,173.87351242290717,251393500
2015-12-21,172.93028259277344,173.11036153711402,171.57544466138964,172.70733954746214,99094300
2015-12-22,174.4994354248047,174.7995625376239,172.82733042948107,173.83059342667525,111026200
2015-12-23,176.6603240966797,176.70320126950838,175.42553479115958,175.51985933767227,110987200
2015-12-24,176.36880493164062,176.9261821291929,176.14586190318707,176.40311191095896,48539600
2015-12-28,175.96580505371094,176.0086691536321,174.87678737955412,175.66567784858532,65899900
2015-12-29,177.8437042236328,178.17812533328168,177.04624353303927,177.08053743062484,92640700
2015-12-30,176.5831756591797,177.680776551583,176.43740370950613,177.595022188585,63317700
2015-12-31,174.8166961669922,176.54883175149467,174.8166961669922,175.89714326386925,114877900
2016-01-04,172.3728485107422,172.38141871060367,170.28913852823786,171.91837931686638,222353500
2016-01-05,172.66445922851562,173.1274988016907,171.54114765044824,172.69875312552577,110845800
2016-01-06,170.48638916015625,171.5496697650489,169.4402489568241,170.07478400573717,152112600
2016-01-07,166.39613342285156,169.30302742889222,166.00168180042292,167.4937208709907,213436100
2016-01-08,164.56971740722656,167.9396647882757,164.2781735255051,167.37371742897312,209817200
2016-01-11,164.73265075683594,165.8473920406195,162.76900147756106,165.50438767715147,187941300
2016-01-12,166.06175231933594,166.82491897953093,163.90087078766348,166.19895405436097,172330500
2016-01-13,161.9200439453125,167.09071416649638,161.5341755720239,166.73913967969483,221168900
2016-01-14,164.57826232910156,165.7187270745948,160.91678471303356,162.53744238625532,240795600
2016-01-15,161.0453643798828,161.85997812078182,159.0817159693253,160.1535795979484,324846400
2016-01-19,161.25979614257812,163.01765575392437,159.66486195591298,162.8890373051117,195244400
2016-01-20,159.1932373046875,160.7796012709384,155.22306191461246,158.6615969434537,286547800
2016-01-21,160.08506774902344,161.9543926760738,158.32720780400922,159.67347555041897,195772900
2016-01-22,163.3692169189453,163.57500642019878,161.96293196184834,162.7346687601019,168319600
2016-01-25,160.899658203125,163.05195653799646,160.70243887851623,162.8547372133877,130371700
2016-01-26,163.09481811523438,163.3777917717913,161.22549364281684,161.56848487752268,141036800
2016-01-27,161.3198699951172,164.261059375758,160.4023478670318,162.56322997551717,185681700
2016-01-28,162.1601104736328,163.09477244813297,160.4880057751524,162.888982998642,143798800
2016-01-29,166.1131591796875,166.25036088124554,162.82039684794086,162.94044506573556,210529300
2016-02-01,166.05319213867188,166.85066588572627,164.50113491253865,165.09280602841915,136061600
2016-02-02,163.06056213378906,164.61261942071206,162.52890858683625,164.60404921734894,182564900
2016-02-03,164.03810119628906,164.4496933890322,160.43664007015698,164.13242577007185,205054900
2016-02-04,164.2953643798828,165.28147429762188,162.8890789481407,163.53219752517424,139531800
2016-02-05,161.16549682617188,164.35536569908112,160.5223783128318,163.77227786077367,180788300
2016-02-08,158.9960174560547,159.59625868192555,156.74939468881917,159.29614461112882,191526700
2016-02-09,159.00457763671875,160.29939764693322,157.09237603614486,157.22957776034764,184513100
2016-02-10,158.867431640625,161.4999233734727,158.73880008305338,159.84497129048103,148214100
2016-02-11,156.80079650878906,157.86409000301643,155.2830338552866,156.35489754872293,219058900
2016-02-12,160.03363037109375,160.05077077907615,157.7441298144775,158.60162124770972,127632400
2016-02-16,162.73471069335938,162.7604343876445,160.89110948676563,161.86864912244025,120250700
2016-02-17,165.39292907714844,165.77022734935395,163.789411420275,163.91804296813368,136009500
2016-02-18,164.71543884277344,165.7272850007525,164.39817136784455,165.66725435183406,102343000
2016-02-19,164.63829040527344,164.79263252207602,163.30917658983407,163.9265712255959,114793000
2016-02-22,167.0221710205078,167.1679429859288,166.17324983852419,166.2418507194776,103640300
2016-02-23,164.91268920898438,166.62767135258392,164.79262789802803,166.3532679291558,111455300
2016-02-24,165.6673126220703,165.95028631448625,162.34025535412593,163.46356683705437,150812200
2016-02-25,167.67381286621094,167.68239615160456,165.35001918865422,166.1217559860419,110728300
2016-02-26,167.28793334960938,168.65134104037836,167.1250079492768,168.55702958152858,129833700
2016-02-29,165.9760284423828,168.26552884339324,165.77880908974205,167.30514269041566,125918100
2016-03-01,169.87759399414062,169.96334835382777,166.73917284319748,167.21936585517776,141799700
2016-03-02,170.6407470703125,170.69219444830662,169.14013748552333,169.56031287960408,102415000
2016-03-03,171.3096160888672,171.32676957898812,169.87760714433225,170.46069496565121,95172200
2016-03-04,171.866943359375,172.65584672440212,170.66646099394492,171.50679864974597,129293600
2016-03-07,172.00411987304688,172.41572498167693,170.85508505107234,170.9322561023375,100219000
2016-03-08,170.12625122070312,171.4296415264919,169.96333888122237,170.91515464987773,123974900
2016-03-09,170.96658325195312,171.31814466619724,170.1519562226317,170.94942976600004,94801200
2016-03-10,171.10379028320312,172.41576387201454,169.25161921368775,171.46394810556077,156838700
2016-03-11,173.8649139404297,173.9077911180099,171.0866507794073,172.57867711868894,137964500
2016-03-14,173.6419677734375,174.1050072637513,173.0160028618519,173.35042390604445,73612000
2016-03-15,173.35897827148438,173.66767559825342,172.3985924034367,172.66441255732303,93169100
2016-03-16,174.36224365234375,174.7738488164103,172.82734028304242,172.87021745650057,129303200
2016-03-17,175.4684295654297,175.98291643815443,173.8734953998559,174.27651731317619,134278500
2016-03-18,176.15794372558594,176.50270397915318,175.658032151681,175.9769360438187,138372400
2016-03-21,176.40797424316406,176.6406947550513,175.65811311257568,175.89083362446289,72926700
2016-03-22,176.3131103515625,176.89059110296287,175.45982398314467,175.6235765813748,97471900
2016-03-23,175.1494903564453,176.11482950066033,174.97709709347023,175.92520743279533,81052500
2016-03-24,175.0719451904297,175.1064291110288,173.88251296500547,174.10660584185067,84360900
2016-03-28,175.17535400390625,175.7097363164361,174.7185407718869,175.49425788051147,62408200
2016-03-29,176.79574584960938,176.90779884672355,174.4513393754803,174.76162885446092,92922900
2016-03-30,177.5714874267578,178.30410627670994,177.20085764827294,177.81282224224336,86365300
2016-03-31,177.14053344726562,177.90763622739723,176.9767677158171,177.4766793138006,94584100
2016-04-01,178.3472137451172,178.53683584583308,175.813184900788,176.1321019711348,114423500
2016-04-04,177.76971435546875,178.47648995690275,177.45942487343243,178.26962591829175,63497000
2016-04-05,175.9942169189453,177.77837201090807,175.73564009571146,176.40793194506134,99662200
2016-04-06,177.9162139892578,177.9765542575797,175.81314257975106,175.99415023295816,91839800
2016-04-07,175.78733825683594,177.17502016965992,175.04609177262384,176.81301790784877,113859000
2016-04-08,176.26138305664062,177.4249720196752,175.71837312032292,176.9853875372231,95040600
2016-04-11,175.84764099121094,177.61456674911346,175.75282995585735,176.90779118524858,83757500
2016-04-12,177.48526000976562,177.76969309693177,175.5718106246543,176.0200094121669,115350600
2016-04-13,179.27806091308594,179.36425754922897,178.27823780157127,178.4161471586961,96336400
2016-04-14,179.28671264648438,179.79525186279847,178.93333792894376,179.3384385299965,65212900
2016-04-15,179.08843994140625,179.42458578162461,178.76090850415133,179.2866764236478,75761600
2016-04-18,180.3468780517578,180.38134882267988,178.41618608604705,179.08847790901285,82531000
